Step,AgentID,Steps to fire up
48,"(5, 99)",3
48,"(6, 0)",-1
48,"(6, 3)",3
48,"(6, 4)",3
48,"(6, 6)",3
48,"(6, 7)",3
48,"(6, 8)",3
48,"(6, 10)",4
48,"(6, 11)",4
48,"(6, 12)",4
48,"(6, 13)",3
48,"(6, 14)",3
48,"(6, 15)",3
48,"(6, 17)",2
48,"(6, 19)",2
48,"(6, 20)",3
48,"(6, 21)",3
48,"(6, 22)",3
48,"(6, 25)",3
48,"(6, 26)",4
48,"(6, 27)",4
48,"(6, 29)",5
48,"(6, 30)",5
48,"(6, 34)",6
48,"(6, 35)",5
48,"(6, 36)",4
48,"(6, 37)",3
48,"(6, 38)",3
48,"(6, 39)",3
48,"(6, 40)",3
48,"(6, 41)",3
48,"(6, 42)",3
48,"(6, 43)",3
48,"(6, 44)",4
48,"(6, 45)",4
48,"(6, 46)",4
48,"(6, 49)",6
48,"(6, 51)",7
48,"(6, 52)",7
48,"(6, 55)",9
48,"(6, 56)",9
48,"(6, 57)",9
48,"(6, 58)",9
48,"(6, 59)",9
48,"(6, 63)",4
48,"(6, 67)",2
48,"(6, 73)",3
48,"(6, 74)",3
48,"(6, 76)",9
48,"(6, 77)",9
48,"(6, 78)",9
48,"(6, 80)",-1
48,"(6, 82)",6
48,"(6, 85)",5
48,"(6, 88)",4
48,"(6, 90)",4
48,"(6, 91)",4
48,"(6, 92)",4
48,"(6, 93)",3
48,"(6, 95)",2
48,"(6, 96)",2
48,"(6, 98)",2
48,"(7, 0)",-1
48,"(7, 2)",4
48,"(7, 3)",3
48,"(7, 5)",3
48,"(7, 6)",3
48,"(7, 7)",3
48,"(7, 9)",3
48,"(7, 10)",4
48,"(7, 11)",4
48,"(7, 14)",3
48,"(7, 15)",3
48,"(7, 16)",3
48,"(7, 19)",3
48,"(7, 21)",3
48,"(7, 22)",4
48,"(7, 25)",4
48,"(7, 28)",4
48,"(7, 30)",5
48,"(7, 33)",6
48,"(7, 35)",5
48,"(7, 38)",3
48,"(7, 40)",3
48,"(7, 41)",3
48,"(7, 42)",3
48,"(7, 43)",3
48,"(7, 45)",4
48,"(7, 46)",4
48,"(7, 47)",5
48,"(7, 48)",5
48,"(7, 49)",6
48,"(7, 50)",6
48,"(7, 52)",7
48,"(7, 55)",9
48,"(7, 57)",9
48,"(7, 58)",9
48,"(7, 61)",8
48,"(7, 63)",5
48,"(7, 64)",5
48,"(7, 65)",5
48,"(7, 69)",7
48,"(7, 70)",7
48,"(7, 71)",6
48,"(7, 73)",4
48,"(7, 76)",9
48,"(7, 82)",6
48,"(7, 83)",5
48,"(7, 84)",5
48,"(7, 86)",5
48,"(7, 87)",4
48,"(7, 88)",4
48,"(7, 89)",4
48,"(7, 91)",4
48,"(7, 92)",4
48,"(7, 94)",2
48,"(7, 96)",2
48,"(7, 97)",2
48,"(7, 98)",3
48,"(7, 99)",3
48,"(8, 2)",4
48,"(8, 3)",4
48,"(8, 4)",4
48,"(8, 7)",4
48,"(8, 8)",4
48,"(8, 9)",5
48,"(8, 10)",4
48,"(8, 11)",4
48,"(8, 12)",4
48,"(8, 14)",4
48,"(8, 15)",4
48,"(8, 19)",4
48,"(8, 20)",3
48,"(8, 21)",5
48,"(8, 22)",5
48,"(8, 24)",4
48,"(8, 25)",4
48,"(8, 27)",5
48,"(8, 28)",-1
48,"(8, 32)",6
48,"(8, 33)",6
48,"(8, 34)",6
48,"(8, 35)",-1
48,"(8, 37)",4
48,"(8, 38)",4
48,"(8, 39)",3
48,"(8, 41)",4
48,"(8, 42)",3
48,"(8, 43)",-1
48,"(8, 44)",4
48,"(8, 46)",6
48,"(8, 47)",5
48,"(8, 48)",6
48,"(8, 50)",6
48,"(8, 51)",7
48,"(8, 53)",7
48,"(8, 55)",-1
48,"(8, 56)",10
48,"(8, 57)",8
48,"(8, 58)",9
48,"(8, 59)",9
48,"(8, 60)",-1
48,"(8, 61)",7
48,"(8, 63)",5
48,"(8, 65)",7
48,"(8, 66)",-1
48,"(8, 68)",7
48,"(8, 70)",7
48,"(8, 71)",7
48,"(8, 72)",6
48,"(8, 73)",5
48,"(8, 74)",-1
48,"(8, 75)",9
48,"(8, 78)",9
48,"(8, 79)",8
48,"(8, 82)",7
48,"(8, 83)",6
48,"(8, 84)",5
48,"(8, 85)",5
48,"(8, 86)",5
48,"(8, 87)",5
48,"(8, 89)",5
48,"(8, 90)",4
48,"(8, 91)",5
48,"(8, 94)",-1
48,"(8, 96)",-1
48,"(8, 97)",3
48,"(8, 98)",4
48,"(8, 99)",3
48,"(9, 0)",4
48,"(9, 2)",4
48,"(9, 3)",4
48,"(9, 4)",4
48,"(9, 5)",4
48,"(9, 6)",4
48,"(9, 7)",4
48,"(9, 8)",4
48,"(9, 9)",4
48,"(9, 11)",4
48,"(9, 12)",4
48,"(9, 13)",4
48,"(9, 14)",4
48,"(9, 16)",4
48,"(9, 17)",4
48,"(9, 19)",4
48,"(9, 20)",4
48,"(9, 21)",4
48,"(9, 23)",5
48,"(9, 24)",5
48,"(9, 25)",5
48,"(9, 31)",6
48,"(9, 33)",5
48,"(9, 34)",5
48,"(9, 36)",4
48,"(9, 37)",4
48,"(9, 38)",3
48,"(9, 39)",3
48,"(9, 40)",3
48,"(9, 41)",3
48,"(9, 42)",3
48,"(9, 47)",5
48,"(9, 48)",5
48,"(9, 49)",6
48,"(9, 51)",6
48,"(9, 52)",6
48,"(9, 53)",7
48,"(9, 54)",7
48,"(9, 57)",8
48,"(9, 58)",8
48,"(9, 59)",8
48,"(9, 60)",7
48,"(9, 61)",7
48,"(9, 63)",6
48,"(9, 64)",6
48,"(9, 66)",7
48,"(9, 67)",7
48,"(9, 68)",7
48,"(9, 69)",7
48,"(9, 71)",6
48,"(9, 72)",6
48,"(9, 75)",8
48,"(9, 76)",8
48,"(9, 77)",8
48,"(9, 78)",8
48,"(9, 79)",8
48,"(9, 81)",6
48,"(9, 83)",5
48,"(9, 84)",5
48,"(9, 86)",5
48,"(9, 87)",6
48,"(9, 88)",6
48,"(9, 89)",5
48,"(9, 90)",5
48,"(9, 91)",5
48,"(9, 92)",6
48,"(9, 93)",6
48,"(9, 98)",3
48,"(9, 99)",4
48,"(10, 0)",4
48,"(10, 1)",4
48,"(10, 3)",4
48,"(10, 4)",4
48,"(10, 6)",4
48,"(10, 10)",5
48,"(10, 14)",4
48,"(10, 15)",4
48,"(10, 16)",4
48,"(10, 17)",4
48,"(10, 19)",4
48,"(10, 20)",4
48,"(10, 21)",5
48,"(10, 25)",5
48,"(10, 26)",5
48,"(10, 29)",7
48,"(10, 32)",6
48,"(10, 34)",5
48,"(10, 35)",5
48,"(10, 36)",4
48,"(10, 37)",4
48,"(10, 39)",3
48,"(10, 40)",3
48,"(10, 41)",3
48,"(10, 42)",3
48,"(10, 44)",4
48,"(10, 47)",6
48,"(10, 48)",6
48,"(10, 49)",6
48,"(10, 51)",6
48,"(10, 52)",6
48,"(10, 53)",7
48,"(10, 54)",7
48,"(10, 55)",8
48,"(10, 56)",8
48,"(10, 61)",6
48,"(10, 62)",6
48,"(10, 63)",6
48,"(10, 64)",6
48,"(10, 65)",6
48,"(10, 66)",7
48,"(10, 67)",7
48,"(10, 68)",7
48,"(10, 69)",7
48,"(10, 74)",9
48,"(10, 75)",8
48,"(10, 76)",8
48,"(10, 77)",8
48,"(10, 78)",8
48,"(10, 82)",6
48,"(10, 83)",6
48,"(10, 84)",6
48,"(10, 86)",6
48,"(10, 88)",6
48,"(10, 90)",5
48,"(10, 92)",6
48,"(10, 93)",6
48,"(10, 94)",6
48,"(10, 97)",4
48,"(10, 98)",4
48,"(10, 99)",4
48,"(11, 1)",4
48,"(11, 2)",4
48,"(11, 4)",4
48,"(11, 5)",4
48,"(11, 8)",6
48,"(11, 9)",5
48,"(11, 10)",5
48,"(11, 13)",4
48,"(11, 14)",4
48,"(11, 15)",4
48,"(11, 16)",4
48,"(11, 18)",4
48,"(11, 21)",5
48,"(11, 22)",5
48,"(11, 24)",5
48,"(11, 26)",5
48,"(11, 27)",5
48,"(11, 28)",6
48,"(11, 31)",6
48,"(11, 32)",6
48,"(11, 33)",5
48,"(11, 36)",4
48,"(11, 37)",4
48,"(11, 38)",4
48,"(11, 39)",4
48,"(11, 41)",3
48,"(11, 42)",3
48,"(11, 43)",4
48,"(11, 45)",5
48,"(11, 46)",5
48,"(11, 48)",6
48,"(11, 50)",6
48,"(11, 51)",6
48,"(11, 53)",7
48,"(11, 54)",7
48,"(11, 58)",8
48,"(11, 59)",8
48,"(11, 60)",7
48,"(11, 61)",6
48,"(11, 62)",6
48,"(11, 65)",6
48,"(11, 66)",7
48,"(11, 67)",7
48,"(11, 72)",10
48,"(11, 74)",9
48,"(11, 75)",8
48,"(11, 77)",8
48,"(11, 78)",8
48,"(11, 79)",7
48,"(11, 80)",7
48,"(11, 81)",6
48,"(11, 82)",6
48,"(11, 83)",6
48,"(11, 84)",6
48,"(11, 85)",6
48,"(11, 86)",6
48,"(11, 87)",6
48,"(11, 88)",6
48,"(11, 90)",6
48,"(11, 92)",6
48,"(11, 93)",6
48,"(11, 94)",6
48,"(11, 95)",6
48,"(11, 97)",4
48,"(12, 3)",4
48,"(12, 4)",4
48,"(12, 5)",5
48,"(12, 6)",5
48,"(12, 7)",7
48,"(12, 8)",8
48,"(12, 10)",6
48,"(12, 11)",6
48,"(12, 12)",-1
48,"(12, 13)",-1
48,"(12, 14)",4
48,"(12, 15)",4
48,"(12, 16)",4
48,"(12, 18)",4
48,"(12, 20)",5
48,"(12, 21)",5
48,"(12, 22)",6
48,"(12, 24)",5
48,"(12, 25)",5
48,"(12, 27)",5
48,"(12, 29)",8
48,"(12, 32)",7
48,"(12, 33)",-1
48,"(12, 34)",-1
48,"(12, 35)",-1
48,"(12, 38)",-1
48,"(12, 39)",5
48,"(12, 41)",-1
48,"(12, 42)",4
48,"(12, 44)",4
48,"(12, 48)",-1
48,"(12, 49)",5
48,"(12, 53)",8
48,"(12, 54)",7
48,"(12, 56)",9
48,"(12, 57)",8
48,"(12, 59)",-1
48,"(12, 62)",7
48,"(12, 64)",-1
48,"(12, 66)",8
48,"(12, 68)",8
48,"(12, 69)",8
48,"(12, 70)",9
48,"(12, 72)",-1
48,"(12, 73)",10
48,"(12, 74)",-1
48,"(12, 76)",-1
48,"(12, 78)",9
48,"(12, 80)",7
48,"(12, 81)",7
48,"(12, 82)",-1
48,"(12, 85)",7
48,"(12, 87)",7
48,"(12, 88)",7
48,"(12, 89)",7
48,"(12, 90)",7
48,"(12, 94)",6
48,"(12, 95)",6
48,"(12, 97)",5
48,"(12, 99)",10
48,"(13, 3)",4
48,"(13, 5)",5
48,"(13, 6)",8
48,"(13, 7)",7
48,"(13, 8)",8
48,"(13, 9)",7
48,"(13, 10)",6
48,"(13, 13)",-1
48,"(13, 14)",5
48,"(13, 15)",4
48,"(13, 16)",4
48,"(13, 18)",4
48,"(13, 19)",-1
48,"(13, 20)",5
48,"(13, 22)",6
48,"(13, 23)",5
48,"(13, 24)",5
48,"(13, 26)",6
48,"(13, 27)",6
48,"(13, 28)",7
48,"(13, 29)",8
48,"(13, 31)",-1
48,"(13, 32)",10
48,"(13, 34)",-1
48,"(13, 37)",8
48,"(13, 39)",5
48,"(13, 40)",5
48,"(13, 42)",4
48,"(13, 43)",-1
48,"(13, 44)",5
48,"(13, 45)",5
48,"(13, 46)",5
48,"(13, 47)",5
48,"(13, 48)",5
48,"(13, 50)",6
48,"(13, 51)",6
48,"(13, 52)",6
48,"(13, 53)",7
48,"(13, 54)",7
48,"(13, 55)",8
48,"(13, 56)",9
48,"(13, 57)",8
48,"(13, 58)",-1
48,"(13, 59)",9
48,"(13, 60)",9
48,"(13, 62)",-1
48,"(13, 64)",12
48,"(13, 65)",11
48,"(13, 67)",-1
48,"(13, 69)",8
48,"(13, 71)",-1
48,"(13, 72)",-1
48,"(13, 73)",10
48,"(13, 74)",11
48,"(13, 76)",-1
48,"(13, 77)",8
48,"(13, 78)",-1
48,"(13, 80)",7
48,"(13, 81)",8
48,"(13, 84)",7
48,"(13, 85)",7
48,"(13, 86)",7
48,"(13, 88)",7
48,"(13, 91)",8
48,"(13, 93)",8
48,"(13, 94)",7
48,"(13, 95)",7
48,"(13, 96)",7
48,"(13, 99)",10
48,"(14, 0)",10
48,"(14, 3)",5
48,"(14, 5)",5
48,"(14, 7)",7
48,"(14, 8)",7
48,"(14, 9)",7
48,"(14, 10)",7
48,"(14, 11)",7
48,"(14, 13)",6
48,"(14, 15)",5
48,"(14, 16)",5
48,"(14, 17)",4
48,"(14, 19)",4
48,"(14, 20)",5
48,"(14, 24)",5
48,"(14, 25)",5
48,"(14, 26)",6
48,"(14, 27)",6
48,"(14, 28)",6
48,"(14, 29)",7
48,"(14, 30)",8
48,"(14, 32)",9
48,"(14, 33)",8
48,"(14, 36)",7
48,"(14, 37)",6
48,"(14, 39)",5
48,"(14, 40)",5
48,"(14, 42)",4
48,"(14, 45)",5
48,"(14, 46)",5
48,"(14, 47)",5
48,"(14, 48)",5
48,"(14, 49)",5
48,"(14, 50)",6
48,"(14, 51)",6
48,"(14, 53)",6
48,"(14, 54)",7
48,"(14, 55)",7
48,"(14, 56)",7
48,"(14, 58)",8
48,"(14, 59)",8
48,"(14, 60)",9
48,"(14, 62)",9
48,"(14, 63)",9
48,"(14, 65)",11
48,"(14, 66)",10
48,"(14, 67)",10
48,"(14, 69)",9
48,"(14, 70)",9
48,"(14, 71)",10
48,"(14, 75)",8
48,"(14, 76)",8
48,"(14, 77)",8
48,"(14, 78)",7
48,"(14, 79)",7
48,"(14, 80)",7
48,"(14, 81)",7
48,"(14, 82)",7
48,"(14, 85)",7
48,"(14, 86)",7
48,"(14, 87)",7
48,"(14, 88)",7
48,"(14, 89)",7
48,"(14, 91)",7
48,"(14, 92)",7
48,"(14, 94)",7
48,"(14, 95)",7
48,"(14, 98)",10
48,"(14, 99)",10
48,"(15, 1)",9
48,"(15, 3)",6
48,"(15, 5)",6
48,"(15, 6)",6
48,"(15, 7)",7
48,"(15, 8)",7
48,"(15, 10)",7
48,"(15, 13)",6
48,"(15, 15)",5
48,"(15, 16)",5
48,"(15, 17)",5
48,"(15, 18)",5
48,"(15, 19)",5
48,"(15, 20)",5
48,"(15, 21)",6
48,"(15, 22)",6
48,"(15, 23)",6
48,"(15, 25)",6
48,"(15, 26)",6
48,"(15, 28)",7
48,"(15, 29)",7
48,"(15, 30)",8
48,"(15, 31)",8
48,"(15, 32)",9
48,"(15, 34)",8
48,"(15, 35)",8
48,"(15, 36)",7
48,"(15, 38)",6
48,"(15, 39)",5
48,"(15, 40)",5
48,"(15, 41)",4
48,"(15, 42)",4
48,"(15, 44)",5
48,"(15, 46)",5
48,"(15, 47)",5
48,"(15, 48)",5
48,"(15, 49)",5
48,"(15, 52)",6
48,"(15, 53)",7
48,"(15, 55)",7
48,"(15, 56)",7
48,"(15, 57)",7
48,"(15, 60)",8
48,"(15, 61)",9
48,"(15, 62)",9
48,"(15, 63)",9
48,"(15, 66)",10
48,"(15, 68)",9
48,"(15, 69)",9
48,"(15, 70)",9
48,"(15, 72)",10
48,"(15, 73)",9
48,"(15, 74)",9
48,"(15, 75)",8
48,"(15, 77)",8
48,"(15, 78)",7
48,"(15, 79)",7
48,"(15, 80)",7
48,"(15, 81)",7
48,"(15, 83)",8
48,"(15, 84)",7
48,"(15, 86)",7
48,"(15, 87)",7
48,"(15, 88)",7
48,"(15, 89)",7
48,"(15, 90)",7
48,"(15, 93)",7
48,"(15, 94)",7
48,"(15, 95)",7
48,"(15, 98)",9
48,"(16, 0)",9
48,"(16, 3)",7
48,"(16, 4)",7
48,"(16, 6)",7
48,"(16, 8)",7
48,"(16, 9)",7
48,"(16, 10)",7
48,"(16, 11)",7
48,"(16, 12)",7
48,"(16, 14)",6
48,"(16, 15)",5
48,"(16, 17)",5
48,"(16, 19)",6
48,"(16, 20)",6
48,"(16, 21)",6
48,"(16, 22)",6
48,"(16, 23)",6
48,"(16, 24)",6
48,"(16, 25)",7
48,"(16, 26)",7
48,"(16, 27)",7
48,"(16, 28)",7
48,"(16, 29)",8
48,"(16, 30)",8
48,"(16, 31)",8
48,"(16, 32)",9
48,"(16, 34)",8
48,"(16, 35)",8
48,"(16, 36)",8
48,"(16, 38)",6
48,"(16, 39)",5
48,"(16, 40)",5
48,"(16, 41)",5
48,"(16, 42)",5
48,"(16, 45)",5
48,"(16, 46)",5
48,"(16, 48)",5
48,"(16, 49)",5
48,"(16, 52)",7
48,"(16, 55)",7
48,"(16, 56)",7
48,"(16, 58)",8
48,"(16, 59)",8
48,"(16, 60)",8
48,"(16, 63)",9
48,"(16, 64)",10
48,"(16, 65)",10
48,"(16, 67)",10
48,"(16, 69)",10
48,"(16, 70)",10
48,"(16, 71)",10
48,"(16, 73)",9
48,"(16, 74)",8
48,"(16, 76)",8
48,"(16, 78)",8
48,"(16, 79)",8
48,"(16, 80)",8
48,"(16, 81)",8
48,"(16, 82)",8
48,"(16, 83)",8
48,"(16, 84)",8
48,"(16, 86)",7
48,"(16, 87)",7
48,"(16, 88)",7
48,"(16, 89)",7
48,"(16, 90)",7
48,"(16, 91)",7
48,"(16, 92)",8
48,"(16, 94)",8
48,"(16, 96)",8
48,"(16, 97)",8
48,"(17, 1)",8
48,"(17, 2)",-1
48,"(17, 3)",7
48,"(17, 4)",7
48,"(17, 5)",7
48,"(17, 6)",-1
48,"(17, 8)",7
48,"(17, 9)",8
48,"(17, 10)",7
48,"(17, 11)",7
48,"(17, 12)",-1
48,"(17, 13)",7
48,"(17, 15)",6
48,"(17, 17)",6
48,"(17, 18)",6
48,"(17, 19)",6
48,"(17, 21)",6
48,"(17, 22)",6
48,"(17, 23)",6
48,"(17, 27)",7
48,"(17, 28)",-1
48,"(17, 29)",11
48,"(17, 30)",9
48,"(17, 31)",9
48,"(17, 32)",10
48,"(17, 33)",-1
48,"(17, 34)",8
48,"(17, 36)",-1
48,"(17, 37)",-1
48,"(17, 39)",6
48,"(17, 40)",6
48,"(17, 41)",-1
48,"(17, 43)",-1
48,"(17, 44)",6
48,"(17, 45)",6
48,"(17, 46)",-1
48,"(17, 48)",-1
48,"(17, 49)",6
48,"(17, 50)",6
48,"(17, 51)",9
48,"(17, 52)",8
48,"(17, 55)",-1
48,"(17, 56)",8
48,"(17, 57)",8
48,"(17, 58)",-1
48,"(17, 59)",9
48,"(17, 60)",9
48,"(17, 61)",9
