Step,AgentID,Steps to fire up
75,"(1, 19)",2
75,"(1, 20)",1
75,"(1, 21)",1
75,"(1, 22)",-1
75,"(1, 23)",1
75,"(1, 24)",1
75,"(1, 26)",-1
75,"(1, 27)",-1
75,"(1, 28)",-1
75,"(1, 29)",1
75,"(1, 30)",1
75,"(1, 33)",-1
75,"(1, 34)",1
75,"(1, 36)",-1
75,"(1, 37)",-1
75,"(1, 38)",-1
75,"(1, 39)",-1
75,"(1, 41)",-1
75,"(1, 43)",-1
75,"(1, 44)",-1
75,"(1, 45)",1
75,"(1, 46)",1
75,"(1, 47)",1
75,"(1, 49)",-1
75,"(1, 50)",-1
75,"(1, 51)",-1
75,"(1, 52)",-1
75,"(1, 53)",-1
75,"(1, 54)",-1
75,"(1, 57)",1
75,"(1, 58)",2
75,"(1, 59)",-1
75,"(1, 60)",-1
75,"(1, 61)",-1
75,"(1, 62)",1
75,"(1, 64)",1
75,"(1, 65)",1
75,"(1, 66)",1
75,"(1, 67)",2
75,"(1, 69)",1
75,"(1, 70)",1
75,"(1, 72)",-1
75,"(1, 73)",-1
75,"(1, 75)",1
75,"(1, 76)",-1
75,"(1, 77)",-1
75,"(1, 78)",-1
75,"(1, 79)",-1
75,"(1, 80)",-1
75,"(1, 81)",-1
75,"(1, 82)",2
75,"(1, 83)",1
75,"(1, 84)",-1
75,"(1, 85)",1
75,"(1, 86)",1
75,"(1, 87)",2
75,"(1, 88)",2
75,"(1, 89)",1
75,"(1, 90)",2
75,"(1, 92)",-1
75,"(1, 93)",-1
75,"(1, 95)",-1
75,"(1, 96)",-1
75,"(1, 97)",-1
75,"(1, 98)",1
75,"(2, 0)",-1
75,"(2, 1)",-1
75,"(2, 3)",-1
75,"(2, 4)",5
75,"(2, 8)",2
75,"(2, 9)",3
75,"(2, 10)",-1
75,"(2, 11)",-1
75,"(2, 12)",-1
75,"(2, 13)",-1
75,"(2, 14)",-1
75,"(2, 15)",-1
75,"(2, 17)",-1
75,"(2, 18)",2
75,"(2, 19)",-1
75,"(2, 20)",2
75,"(2, 21)",3
75,"(2, 22)",4
75,"(2, 23)",1
75,"(2, 24)",1
75,"(2, 25)",-1
75,"(2, 26)",-1
75,"(2, 27)",-1
75,"(2, 28)",2
75,"(2, 29)",1
75,"(2, 30)",-1
75,"(2, 31)",2
75,"(2, 32)",-1
75,"(2, 33)",-1
75,"(2, 34)",-1
75,"(2, 35)",1
75,"(2, 38)",-1
75,"(2, 39)",-1
75,"(2, 40)",-1
75,"(2, 41)",-1
75,"(2, 42)",-1
75,"(2, 43)",-1
75,"(2, 44)",-1
75,"(2, 45)",2
75,"(2, 46)",2
75,"(2, 47)",1
75,"(2, 49)",-1
75,"(2, 50)",-1
75,"(2, 51)",-1
75,"(2, 52)",-1
75,"(2, 53)",-1
75,"(2, 54)",-1
75,"(2, 55)",-1
75,"(2, 56)",-1
75,"(2, 57)",-1
75,"(2, 59)",-1
75,"(2, 60)",-1
75,"(2, 61)",-1
75,"(2, 62)",-1
75,"(2, 63)",-1
75,"(2, 64)",2
75,"(2, 65)",-1
75,"(2, 66)",2
75,"(2, 67)",-1
75,"(2, 68)",-1
75,"(2, 69)",-1
75,"(2, 70)",-1
75,"(2, 72)",-1
75,"(2, 74)",2
75,"(2, 76)",-1
75,"(2, 77)",-1
75,"(2, 78)",-1
75,"(2, 79)",-1
75,"(2, 80)",-1
75,"(2, 81)",-1
75,"(2, 82)",-1
75,"(2, 83)",-1
75,"(2, 84)",2
75,"(2, 86)",-1
75,"(2, 87)",2
75,"(2, 88)",3
75,"(2, 89)",-1
75,"(2, 91)",-1
75,"(2, 92)",-1
75,"(2, 93)",-1
75,"(2, 94)",-1
75,"(2, 95)",-1
75,"(2, 96)",-1
75,"(2, 97)",-1
75,"(2, 98)",-1
75,"(3, 0)",-1
75,"(3, 1)",-1
75,"(3, 2)",-1
75,"(3, 3)",-1
75,"(3, 4)",-1
75,"(3, 5)",5
75,"(3, 6)",5
75,"(3, 7)",3
75,"(3, 9)",-1
75,"(3, 10)",-1
75,"(3, 11)",-1
75,"(3, 12)",-1
75,"(3, 13)",-1
75,"(3, 14)",-1
75,"(3, 15)",-1
75,"(3, 16)",-1
75,"(3, 17)",-1
75,"(3, 19)",-1
75,"(3, 20)",4
75,"(3, 21)",-1
75,"(3, 23)",1
75,"(3, 24)",-1
75,"(3, 25)",-1
75,"(3, 26)",-1
75,"(3, 27)",-1
75,"(3, 28)",2
75,"(3, 29)",1
75,"(3, 30)",3
75,"(3, 31)",2
75,"(3, 32)",3
75,"(3, 33)",-1
75,"(3, 35)",1
75,"(3, 37)",-1
75,"(3, 38)",-1
75,"(3, 39)",-1
75,"(3, 40)",-1
75,"(3, 42)",-1
75,"(3, 43)",-1
75,"(3, 45)",-1
75,"(3, 46)",3
75,"(3, 47)",2
75,"(3, 48)",3
75,"(3, 49)",-1
75,"(3, 50)",-1
75,"(3, 51)",-1
75,"(3, 52)",-1
75,"(3, 53)",-1
75,"(3, 54)",-1
75,"(3, 55)",-1
75,"(3, 56)",-1
75,"(3, 57)",-1
75,"(3, 58)",-1
75,"(3, 59)",-1
75,"(3, 60)",-1
75,"(3, 61)",-1
75,"(3, 62)",-1
75,"(3, 63)",-1
75,"(3, 64)",3
75,"(3, 65)",-1
75,"(3, 67)",-1
75,"(3, 68)",-1
75,"(3, 69)",-1
75,"(3, 70)",-1
75,"(3, 71)",-1
75,"(3, 72)",-1
75,"(3, 74)",2
75,"(3, 75)",-1
75,"(3, 76)",-1
75,"(3, 78)",-1
75,"(3, 80)",-1
75,"(3, 81)",-1
75,"(3, 82)",-1
75,"(3, 83)",-1
75,"(3, 84)",-1
75,"(3, 85)",3
75,"(3, 86)",-1
75,"(3, 88)",-1
75,"(3, 89)",-1
75,"(3, 90)",-1
75,"(3, 91)",-1
75,"(3, 92)",-1
75,"(3, 93)",-1
75,"(3, 94)",-1
75,"(3, 95)",-1
75,"(3, 97)",-1
75,"(3, 98)",-1
75,"(3, 99)",-1
75,"(4, 0)",-1
75,"(4, 1)",-1
75,"(4, 2)",-1
75,"(4, 3)",-1
75,"(4, 4)",-1
75,"(4, 6)",5
75,"(4, 7)",4
75,"(4, 8)",5
75,"(4, 9)",-1
75,"(4, 10)",-1
75,"(4, 11)",-1
75,"(4, 12)",-1
75,"(4, 13)",-1
75,"(4, 14)",-1
75,"(4, 15)",-1
75,"(4, 16)",-1
75,"(4, 17)",-1
75,"(4, 18)",-1
75,"(4, 20)",-1
75,"(4, 21)",-1
75,"(4, 22)",4
75,"(4, 23)",2
75,"(4, 26)",-1
75,"(4, 27)",5
75,"(4, 28)",3
75,"(4, 29)",2
75,"(4, 30)",3
75,"(4, 31)",2
75,"(4, 32)",3
75,"(4, 33)",3
75,"(4, 34)",3
75,"(4, 35)",2
75,"(4, 37)",-1
75,"(4, 38)",-1
75,"(4, 40)",-1
75,"(4, 41)",-1
75,"(4, 42)",-1
75,"(4, 43)",-1
75,"(4, 44)",-1
75,"(4, 46)",-1
75,"(4, 47)",3
75,"(4, 48)",3
75,"(4, 49)",-1
75,"(4, 51)",-1
75,"(4, 52)",-1
75,"(4, 53)",-1
75,"(4, 54)",-1
75,"(4, 56)",-1
75,"(4, 58)",-1
75,"(4, 60)",-1
75,"(4, 61)",-1
75,"(4, 62)",-1
75,"(4, 63)",4
75,"(4, 64)",4
75,"(4, 65)",7
75,"(4, 67)",-1
75,"(4, 69)",-1
75,"(4, 70)",-1
75,"(4, 71)",-1
75,"(4, 73)",-1
75,"(4, 75)",-1
75,"(4, 76)",-1
75,"(4, 78)",-1
75,"(4, 79)",-1
75,"(4, 80)",-1
75,"(4, 84)",-1
75,"(4, 85)",4
75,"(4, 86)",-1
75,"(4, 87)",-1
75,"(4, 88)",-1
75,"(4, 89)",-1
75,"(4, 90)",-1
75,"(4, 91)",-1
75,"(4, 92)",-1
75,"(4, 93)",-1
75,"(4, 96)",-1
75,"(4, 97)",-1
75,"(4, 98)",-1
75,"(4, 99)",-1
75,"(5, 1)",-1
75,"(5, 2)",-1
75,"(5, 3)",-1
75,"(5, 4)",-1
75,"(5, 5)",5
75,"(5, 6)",5
75,"(5, 7)",5
75,"(5, 9)",-1
75,"(5, 10)",-1
75,"(5, 12)",-1
75,"(5, 13)",-1
75,"(5, 14)",-1
75,"(5, 15)",-1
75,"(5, 18)",-1
75,"(5, 19)",-1
75,"(5, 21)",-1
75,"(5, 23)",3
75,"(5, 24)",4
75,"(5, 25)",-1
75,"(5, 26)",-1
75,"(5, 27)",-1
75,"(5, 28)",4
75,"(5, 29)",3
75,"(5, 30)",3
75,"(5, 34)",3
75,"(5, 35)",3
75,"(5, 36)",3
75,"(5, 37)",-1
75,"(5, 38)",-1
75,"(5, 39)",-1
75,"(5, 40)",-1
75,"(5, 41)",-1
75,"(5, 42)",-1
75,"(5, 43)",-1
75,"(5, 44)",-1
75,"(5, 45)",-1
75,"(5, 46)",-1
75,"(5, 48)",-1
75,"(5, 49)",-1
75,"(5, 51)",-1
75,"(5, 52)",-1
75,"(5, 54)",-1
75,"(5, 55)",-1
75,"(5, 57)",-1
75,"(5, 58)",-1
75,"(5, 59)",-1
75,"(5, 60)",-1
75,"(5, 61)",11
75,"(5, 63)",10
75,"(5, 64)",4
75,"(5, 65)",6
75,"(5, 66)",7
75,"(5, 67)",8
75,"(5, 68)",-1
75,"(5, 69)",-1
75,"(5, 70)",-1
75,"(5, 71)",-1
75,"(5, 72)",-1
75,"(5, 73)",-1
75,"(5, 74)",-1
75,"(5, 75)",-1
75,"(5, 77)",-1
75,"(5, 78)",-1
75,"(5, 79)",-1
75,"(5, 80)",-1
75,"(5, 81)",-1
75,"(5, 82)",-1
75,"(5, 83)",-1
75,"(5, 84)",-1
75,"(5, 87)",-1
75,"(5, 88)",-1
75,"(5, 89)",-1
75,"(5, 91)",-1
75,"(5, 92)",-1
75,"(5, 93)",-1
75,"(5, 94)",-1
75,"(5, 95)",-1
75,"(5, 97)",-1
75,"(5, 99)",-1
75,"(6, 0)",-1
75,"(6, 1)",-1
75,"(6, 2)",-1
75,"(6, 4)",-1
75,"(6, 5)",5
75,"(6, 7)",5
75,"(6, 8)",-1
75,"(6, 10)",-1
75,"(6, 11)",-1
75,"(6, 14)",-1
75,"(6, 15)",-1
75,"(6, 16)",-1
75,"(6, 17)",-1
75,"(6, 19)",-1
75,"(6, 20)",-1
75,"(6, 22)",-1
75,"(6, 24)",-1
75,"(6, 27)",-1
75,"(6, 28)",-1
75,"(6, 30)",-1
75,"(6, 32)",-1
75,"(6, 33)",-1
75,"(6, 34)",-1
75,"(6, 35)",3
75,"(6, 37)",-1
75,"(6, 38)",-1
75,"(6, 39)",-1
75,"(6, 40)",-1
75,"(6, 42)",-1
75,"(6, 43)",-1
75,"(6, 44)",-1
75,"(6, 45)",-1
75,"(6, 47)",-1
75,"(6, 48)",-1
75,"(6, 49)",-1
75,"(6, 50)",-1
75,"(6, 51)",-1
75,"(6, 55)",-1
75,"(6, 56)",-1
75,"(6, 57)",-1
75,"(6, 58)",-1
75,"(6, 59)",-1
75,"(6, 61)",10
75,"(6, 62)",9
75,"(6, 63)",-1
75,"(6, 64)",5
75,"(6, 65)",-1
75,"(6, 66)",7
75,"(6, 67)",9
75,"(6, 68)",-1
75,"(6, 69)",-1
75,"(6, 70)",-1
75,"(6, 71)",-1
75,"(6, 73)",-1
75,"(6, 74)",-1
75,"(6, 75)",-1
75,"(6, 76)",-1
75,"(6, 77)",-1
75,"(6, 78)",-1
75,"(6, 79)",-1
75,"(6, 80)",-1
75,"(6, 81)",-1
75,"(6, 82)",-1
75,"(6, 84)",-1
75,"(6, 85)",-1
75,"(6, 86)",-1
75,"(6, 87)",-1
75,"(6, 89)",-1
75,"(6, 90)",-1
75,"(6, 91)",-1
75,"(6, 92)",-1
75,"(6, 93)",-1
75,"(6, 94)",-1
75,"(6, 96)",-1
75,"(6, 97)",-1
75,"(6, 98)",-1
75,"(7, 0)",-1
75,"(7, 1)",-1
75,"(7, 2)",-1
75,"(7, 3)",-1
75,"(7, 4)",6
75,"(7, 5)",6
75,"(7, 6)",6
75,"(7, 7)",5
75,"(7, 9)",-1
75,"(7, 10)",-1
75,"(7, 11)",-1
75,"(7, 13)",-1
75,"(7, 15)",-1
75,"(7, 17)",-1
75,"(7, 18)",-1
75,"(7, 19)",-1
75,"(7, 20)",-1
75,"(7, 21)",-1
75,"(7, 22)",-1
75,"(7, 26)",-1
75,"(7, 27)",-1
75,"(7, 29)",-1
75,"(7, 31)",-1
75,"(7, 32)",-1
75,"(7, 33)",-1
75,"(7, 34)",-1
75,"(7, 35)",4
75,"(7, 36)",-1
75,"(7, 37)",-1
75,"(7, 38)",-1
75,"(7, 41)",-1
75,"(7, 42)",-1
75,"(7, 43)",-1
75,"(7, 44)",-1
75,"(7, 45)",-1
75,"(7, 46)",-1
75,"(7, 47)",-1
75,"(7, 48)",-1
75,"(7, 49)",-1
75,"(7, 51)",-1
75,"(7, 53)",-1
75,"(7, 54)",-1
75,"(7, 55)",-1
75,"(7, 56)",-1
75,"(7, 57)",-1
75,"(7, 58)",-1
75,"(7, 59)",-1
75,"(7, 60)",11
75,"(7, 61)",10
75,"(7, 62)",8
75,"(7, 63)",7
75,"(7, 64)",6
75,"(7, 65)",7
75,"(7, 69)",-1
75,"(7, 70)",-1
75,"(7, 71)",-1
75,"(7, 72)",-1
75,"(7, 73)",-1
75,"(7, 76)",-1
75,"(7, 78)",-1
75,"(7, 79)",-1
75,"(7, 80)",-1
75,"(7, 81)",-1
75,"(7, 82)",-1
75,"(7, 84)",-1
75,"(7, 86)",-1
75,"(7, 87)",-1
75,"(7, 88)",-1
75,"(7, 89)",-1
75,"(7, 91)",-1
75,"(7, 92)",-1
75,"(7, 93)",-1
75,"(7, 95)",-1
75,"(7, 96)",-1
75,"(7, 97)",-1
75,"(7, 98)",-1
75,"(7, 99)",-1
75,"(8, 0)",-1
75,"(8, 1)",-1
75,"(8, 2)",-1
75,"(8, 4)",-1
75,"(8, 5)",6
75,"(8, 6)",6
75,"(8, 7)",6
75,"(8, 8)",8
75,"(8, 9)",-1
75,"(8, 10)",-1
75,"(8, 12)",-1
75,"(8, 13)",-1
75,"(8, 14)",-1
75,"(8, 15)",-1
75,"(8, 16)",-1
75,"(8, 17)",-1
75,"(8, 18)",-1
75,"(8, 19)",-1
75,"(8, 20)",-1
75,"(8, 21)",-1
75,"(8, 23)",-1
75,"(8, 24)",-1
75,"(8, 25)",-1
75,"(8, 28)",-1
75,"(8, 31)",-1
75,"(8, 32)",-1
75,"(8, 33)",-1
75,"(8, 34)",-1
75,"(8, 35)",5
75,"(8, 36)",5
75,"(8, 37)",-1
75,"(8, 38)",-1
75,"(8, 39)",-1
75,"(8, 40)",-1
75,"(8, 41)",-1
75,"(8, 43)",-1
75,"(8, 44)",-1
75,"(8, 45)",-1
75,"(8, 47)",-1
75,"(8, 50)",-1
75,"(8, 51)",-1
75,"(8, 52)",-1
75,"(8, 53)",-1
75,"(8, 54)",-1
75,"(8, 55)",-1
75,"(8, 56)",-1
75,"(8, 57)",-1
75,"(8, 58)",-1
75,"(8, 61)",-1
75,"(8, 62)",-1
75,"(8, 63)",7
75,"(8, 64)",7
75,"(8, 66)",8
75,"(8, 68)",-1
75,"(8, 70)",-1
75,"(8, 71)",-1
75,"(8, 72)",-1
75,"(8, 73)",-1
75,"(8, 75)",-1
75,"(8, 76)",-1
75,"(8, 77)",-1
75,"(8, 78)",-1
75,"(8, 80)",-1
75,"(8, 81)",-1
75,"(8, 82)",-1
75,"(8, 83)",-1
75,"(8, 84)",-1
75,"(8, 85)",-1
75,"(8, 86)",-1
75,"(8, 87)",-1
75,"(8, 89)",-1
75,"(8, 90)",-1
75,"(8, 91)",-1
75,"(8, 92)",-1
75,"(8, 94)",-1
75,"(8, 95)",-1
75,"(8, 96)",-1
75,"(8, 97)",-1
75,"(8, 98)",-1
75,"(8, 99)",-1
75,"(9, 0)",-1
75,"(9, 1)",-1
75,"(9, 2)",-1
75,"(9, 3)",-1
75,"(9, 4)",-1
75,"(9, 5)",6
75,"(9, 6)",6
75,"(9, 7)",6
75,"(9, 8)",7
75,"(9, 9)",-1
75,"(9, 10)",-1
75,"(9, 11)",-1
75,"(9, 14)",-1
75,"(9, 15)",-1
75,"(9, 16)",-1
75,"(9, 17)",-1
75,"(9, 18)",-1
75,"(9, 19)",-1
75,"(9, 21)",-1
75,"(9, 22)",-1
75,"(9, 23)",-1
75,"(9, 24)",-1
75,"(9, 25)",-1
75,"(9, 26)",-1
75,"(9, 27)",-1
75,"(9, 28)",-1
75,"(9, 29)",-1
75,"(9, 30)",-1
75,"(9, 31)",-1
75,"(9, 33)",-1
75,"(9, 35)",5
75,"(9, 36)",6
75,"(9, 37)",-1
75,"(9, 38)",-1
75,"(9, 39)",-1
75,"(9, 41)",-1
75,"(9, 42)",-1
75,"(9, 43)",-1
75,"(9, 44)",-1
75,"(9, 45)",-1
75,"(9, 47)",-1
75,"(9, 48)",-1
75,"(9, 50)",-1
75,"(9, 51)",-1
75,"(9, 53)",-1
75,"(9, 54)",-1
75,"(9, 55)",-1
75,"(9, 56)",-1
75,"(9, 58)",-1
75,"(9, 59)",-1
75,"(9, 60)",-1
75,"(9, 61)",-1
75,"(9, 65)",8
75,"(9, 66)",8
75,"(9, 67)",9
75,"(9, 68)",-1
75,"(9, 69)",-1
75,"(9, 70)",-1
75,"(9, 71)",-1
75,"(9, 72)",-1
75,"(9, 74)",-1
75,"(9, 77)",-1
75,"(9, 78)",-1
75,"(9, 79)",-1
75,"(9, 80)",-1
75,"(9, 81)",-1
75,"(9, 84)",-1
75,"(9, 85)",-1
75,"(9, 86)",-1
75,"(9, 87)",-1
75,"(9, 89)",-1
75,"(9, 90)",-1
75,"(9, 91)",-1
75,"(9, 92)",-1
75,"(9, 93)",-1
75,"(9, 94)",-1
75,"(9, 95)",-1
75,"(9, 98)",-1
75,"(9, 99)",-1
75,"(10, 0)",-1
75,"(10, 1)",-1
75,"(10, 2)",-1
75,"(10, 3)",-1
75,"(10, 4)",-1
75,"(10, 5)",7
75,"(10, 6)",7
75,"(10, 8)",-1
75,"(10, 10)",-1
75,"(10, 11)",-1
75,"(10, 12)",-1
75,"(10, 13)",-1
75,"(10, 14)",-1
75,"(10, 15)",-1
75,"(10, 18)",-1
75,"(10, 20)",-1
75,"(10, 22)",-1
75,"(10, 25)",-1
75,"(10, 26)",-1
75,"(10, 27)",-1
75,"(10, 28)",-1
75,"(10, 29)",-1
75,"(10, 30)",-1
75,"(10, 31)",-1
75,"(10, 32)",-1
75,"(10, 33)",-1
75,"(10, 34)",6
75,"(10, 35)",5
75,"(10, 36)",7
75,"(10, 37)",-1
75,"(10, 38)",-1
75,"(10, 39)",-1
75,"(10, 40)",-1
75,"(10, 41)",-1
75,"(10, 42)",-1
75,"(10, 44)",-1
75,"(10, 45)",-1
75,"(10, 46)",-1
75,"(10, 47)",-1
75,"(10, 50)",-1
75,"(10, 51)",-1
75,"(10, 52)",-1
75,"(10, 53)",-1
75,"(10, 54)",-1
75,"(10, 57)",-1
75,"(10, 58)",-1
75,"(10, 59)",-1
75,"(10, 60)",-1
75,"(10, 61)",-1
75,"(10, 62)",-1
75,"(10, 63)",-1
75,"(10, 65)",10
75,"(10, 66)",8
75,"(10, 67)",10
75,"(10, 68)",12
75,"(10, 69)",-1
75,"(10, 70)",-1
75,"(10, 71)",-1
75,"(10, 72)",-1
75,"(10, 73)",-1
75,"(10, 74)",-1
75,"(10, 75)",-1
75,"(10, 76)",-1
75,"(10, 77)",-1
75,"(10, 79)",-1
75,"(10, 80)",-1
75,"(10, 81)",-1
75,"(10, 82)",-1
75,"(10, 83)",-1
75,"(10, 85)",-1
75,"(10, 87)",-1
75,"(10, 88)",-1
75,"(10, 89)",-1
75,"(10, 91)",-1
75,"(10, 92)",-1
75,"(10, 93)",-1
75,"(10, 94)",-1
75,"(10, 95)",-1
75,"(10, 97)",-1
75,"(10, 98)",-1
75,"(10, 99)",-1
75,"(11, 0)",-1
75,"(11, 2)",-1
75,"(11, 3)",-1
75,"(11, 4)",-1
75,"(11, 8)",-1
75,"(11, 9)",-1
75,"(11, 10)",-1
75,"(11, 11)",-1
75,"(11, 12)",-1
75,"(11, 13)",-1
75,"(11, 14)",-1
75,"(11, 16)",-1
75,"(11, 17)",-1
75,"(11, 18)",-1
75,"(11, 19)",-1
75,"(11, 20)",-1
75,"(11, 23)",-1
75,"(11, 24)",-1
75,"(11, 25)",-1
75,"(11, 26)",-1
75,"(11, 27)",-1
75,"(11, 28)",-1
75,"(11, 29)",-1
75,"(11, 30)",-1
75,"(11, 31)",-1
75,"(11, 32)",-1
75,"(11, 33)",-1
75,"(11, 34)",-1
75,"(11, 36)",-1
75,"(11, 37)",-1
75,"(11, 39)",-1
75,"(11, 40)",-1
75,"(11, 41)",-1
75,"(11, 42)",-1
75,"(11, 43)",-1
75,"(11, 44)",-1
75,"(11, 45)",-1
75,"(11, 46)",-1
75,"(11, 47)",-1
75,"(11, 48)",-1
75,"(11, 49)",-1
75,"(11, 51)",-1
75,"(11, 52)",-1
75,"(11, 53)",-1
75,"(11, 54)",-1
75,"(11, 56)",-1
75,"(11, 58)",-1
75,"(11, 59)",-1
75,"(11, 61)",-1
75,"(11, 62)",-1
75,"(11, 63)",-1
75,"(11, 64)",11
75,"(11, 65)",11
75,"(11, 66)",9
75,"(11, 67)",11
75,"(11, 68)",12
75,"(11, 69)",12
75,"(11, 70)",-1
75,"(11, 71)",-1
75,"(11, 72)",-1
75,"(11, 73)",-1
75,"(11, 77)",-1
75,"(11, 79)",-1
75,"(11, 80)",-1
75,"(11, 81)",-1
75,"(11, 82)",-1
75,"(11, 83)",-1
75,"(11, 85)",-1
75,"(11, 86)",-1
75,"(11, 87)",-1
75,"(11, 88)",-1
75,"(11, 89)",-1
75,"(11, 90)",-1
75,"(11, 91)",-1
75,"(11, 92)",-1
75,"(11, 93)",-1
75,"(11, 94)",-1
75,"(11, 95)",-1
75,"(11, 96)",-1
75,"(11, 97)",-1
75,"(11, 98)",-1
75,"(11, 99)",-1
75,"(12, 0)",-1
75,"(12, 1)",-1
75,"(12, 2)",-1
75,"(12, 4)",-1
75,"(12, 5)",-1
75,"(12, 7)",-1
75,"(12, 9)",-1
75,"(12, 10)",-1
75,"(12, 11)",-1
75,"(12, 12)",-1
75,"(12, 15)",-1
75,"(12, 16)",-1
75,"(12, 17)",-1
75,"(12, 18)",-1
75,"(12, 19)",-1
75,"(12, 20)",-1
75,"(12, 21)",-1
75,"(12, 22)",-1
75,"(12, 23)",-1
75,"(12, 24)",-1
75,"(12, 25)",-1
75,"(12, 26)",-1
75,"(12, 28)",-1
75,"(12, 30)",-1
75,"(12, 31)",-1
75,"(12, 32)",-1
75,"(12, 33)",-1
75,"(12, 34)",-1
75,"(12, 35)",-1
75,"(12, 37)",-1
75,"(12, 39)",-1
75,"(12, 40)",-1
75,"(12, 43)",-1
75,"(12, 45)",-1
75,"(12, 46)",-1
75,"(12, 47)",-1
75,"(12, 48)",-1
75,"(12, 50)",-1
75,"(12, 51)",-1
75,"(12, 52)",-1
75,"(12, 53)",-1
75,"(12, 54)",-1
75,"(12, 55)",-1
75,"(12, 56)",-1
75,"(12, 57)",-1
75,"(12, 58)",-1
75,"(12, 59)",-1
75,"(12, 61)",-1
75,"(12, 62)",-1
75,"(12, 63)",12
75,"(12, 64)",11
75,"(12, 65)",-1
75,"(12, 66)",10
75,"(12, 68)",12
75,"(12, 69)",12
75,"(12, 70)",13
75,"(12, 71)",-1
75,"(12, 72)",-1
75,"(12, 74)",-1
75,"(12, 75)",-1
75,"(12, 76)",-1
75,"(12, 77)",-1
75,"(12, 78)",-1
75,"(12, 79)",-1
75,"(12, 80)",-1
75,"(12, 82)",-1
75,"(12, 85)",-1
75,"(12, 86)",-1
75,"(12, 87)",-1
75,"(12, 88)",-1
75,"(12, 89)",-1
75,"(12, 90)",-1
75,"(12, 91)",-1
75,"(12, 92)",-1
75,"(12, 93)",-1
75,"(12, 95)",-1
75,"(12, 97)",-1
75,"(13, 0)",-1
75,"(13, 1)",-1
75,"(13, 2)",-1
75,"(13, 3)",-1
75,"(13, 7)",-1
75,"(13, 9)",-1
75,"(13, 11)",-1
75,"(13, 12)",-1
75,"(13, 13)",-1
75,"(13, 14)",-1
75,"(13, 15)",-1
75,"(13, 17)",-1
75,"(13, 18)",-1
75,"(13, 19)",-1
75,"(13, 20)",-1
75,"(13, 21)",-1
75,"(13, 22)",-1
75,"(13, 23)",-1
75,"(13, 25)",-1
75,"(13, 26)",-1
75,"(13, 28)",-1
75,"(13, 29)",-1
75,"(13, 30)",-1
75,"(13, 32)",-1
75,"(13, 34)",-1
75,"(13, 35)",-1
75,"(13, 36)",-1
75,"(13, 37)",-1
75,"(13, 38)",-1
75,"(13, 39)",-1
75,"(13, 40)",-1
75,"(13, 41)",-1
75,"(13, 42)",-1
75,"(13, 43)",-1
75,"(13, 44)",-1
75,"(13, 45)",-1
75,"(13, 46)",-1
75,"(13, 47)",-1
75,"(13, 48)",-1
