Step,AgentID,Steps to fire up
14,"(6, 17)",-1
14,"(6, 18)",-1
14,"(6, 19)",-1
14,"(6, 20)",-1
14,"(6, 21)",-1
14,"(6, 24)",-1
14,"(6, 27)",-1
14,"(6, 29)",-1
14,"(6, 30)",-1
14,"(6, 32)",-1
14,"(6, 34)",-1
14,"(6, 35)",-1
14,"(6, 36)",-1
14,"(6, 37)",-1
14,"(6, 38)",-1
14,"(6, 43)",-1
14,"(6, 44)",-1
14,"(6, 45)",-1
14,"(6, 46)",-1
14,"(6, 47)",-1
14,"(6, 48)",-1
14,"(6, 49)",-1
14,"(6, 50)",-1
14,"(6, 51)",-1
14,"(6, 52)",6
14,"(6, 54)",4
14,"(6, 56)",3
14,"(6, 57)",2
14,"(6, 58)",2
14,"(6, 60)",3
14,"(6, 61)",-1
14,"(6, 62)",4
14,"(6, 64)",6
14,"(6, 66)",-1
14,"(6, 67)",-1
14,"(6, 68)",-1
14,"(6, 70)",-1
14,"(6, 71)",-1
14,"(6, 73)",-1
14,"(6, 74)",-1
14,"(6, 75)",-1
14,"(6, 77)",-1
14,"(6, 78)",-1
14,"(6, 80)",-1
14,"(6, 81)",-1
14,"(6, 82)",-1
14,"(6, 84)",-1
14,"(6, 85)",-1
14,"(6, 87)",-1
14,"(6, 88)",-1
14,"(6, 89)",-1
14,"(6, 90)",-1
14,"(6, 92)",-1
14,"(6, 93)",-1
14,"(6, 94)",-1
14,"(6, 97)",-1
14,"(6, 98)",-1
14,"(7, 0)",-1
14,"(7, 5)",5
14,"(7, 7)",12
14,"(7, 9)",13
14,"(7, 12)",5
14,"(7, 14)",6
14,"(7, 16)",-1
14,"(7, 17)",-1
14,"(7, 18)",-1
14,"(7, 19)",-1
14,"(7, 20)",-1
14,"(7, 22)",-1
14,"(7, 23)",-1
14,"(7, 24)",-1
14,"(7, 25)",-1
14,"(7, 26)",-1
14,"(7, 27)",-1
14,"(7, 28)",-1
14,"(7, 30)",-1
14,"(7, 31)",-1
14,"(7, 33)",-1
14,"(7, 36)",-1
14,"(7, 37)",-1
14,"(7, 38)",-1
14,"(7, 41)",-1
14,"(7, 42)",-1
14,"(7, 45)",-1
14,"(7, 46)",-1
14,"(7, 48)",-1
14,"(7, 50)",6
14,"(7, 51)",6
14,"(7, 54)",3
14,"(7, 55)",3
14,"(7, 56)",3
14,"(7, 57)",2
14,"(7, 58)",2
14,"(7, 59)",2
14,"(7, 60)",3
14,"(7, 61)",3
14,"(7, 63)",4
14,"(7, 64)",5
14,"(7, 67)",-1
14,"(7, 69)",-1
14,"(7, 70)",-1
14,"(7, 72)",-1
14,"(7, 73)",-1
14,"(7, 74)",-1
14,"(7, 75)",-1
14,"(7, 78)",-1
14,"(7, 79)",-1
14,"(7, 80)",-1
14,"(7, 81)",-1
14,"(7, 82)",-1
14,"(7, 84)",-1
14,"(7, 86)",-1
14,"(7, 88)",-1
14,"(7, 89)",-1
14,"(7, 90)",-1
14,"(7, 91)",-1
14,"(7, 92)",-1
14,"(7, 95)",-1
14,"(7, 96)",-1
14,"(7, 97)",-1
14,"(7, 99)",-1
14,"(8, 0)",-1
14,"(8, 1)",-1
14,"(8, 2)",13
14,"(8, 3)",12
14,"(8, 5)",-1
14,"(8, 6)",12
14,"(8, 7)",12
14,"(8, 8)",12
14,"(8, 9)",13
14,"(8, 11)",5
14,"(8, 13)",5
14,"(8, 14)",-1
14,"(8, 16)",-1
14,"(8, 20)",-1
14,"(8, 21)",-1
14,"(8, 22)",-1
14,"(8, 23)",-1
14,"(8, 25)",-1
14,"(8, 26)",-1
14,"(8, 27)",-1
14,"(8, 28)",-1
14,"(8, 32)",-1
14,"(8, 34)",-1
14,"(8, 36)",-1
14,"(8, 37)",-1
14,"(8, 40)",-1
14,"(8, 42)",-1
14,"(8, 44)",-1
14,"(8, 46)",-1
14,"(8, 48)",-1
14,"(8, 50)",-1
14,"(8, 51)",6
14,"(8, 52)",5
14,"(8, 54)",4
14,"(8, 56)",3
14,"(8, 57)",3
14,"(8, 58)",3
14,"(8, 59)",-1
14,"(8, 60)",-1
14,"(8, 61)",4
14,"(8, 63)",-1
14,"(8, 64)",-1
14,"(8, 67)",-1
14,"(8, 68)",-1
14,"(8, 69)",-1
14,"(8, 71)",-1
14,"(8, 73)",-1
14,"(8, 74)",-1
14,"(8, 78)",-1
14,"(8, 80)",-1
14,"(8, 81)",-1
14,"(8, 84)",-1
14,"(8, 87)",-1
14,"(8, 88)",-1
14,"(8, 89)",-1
14,"(8, 91)",-1
14,"(8, 92)",-1
14,"(8, 93)",-1
14,"(8, 95)",-1
14,"(8, 96)",-1
14,"(8, 97)",-1
14,"(8, 98)",-1
14,"(8, 99)",-1
14,"(9, 1)",12
14,"(9, 2)",12
14,"(9, 3)",11
14,"(9, 4)",11
14,"(9, 6)",11
14,"(9, 8)",13
14,"(9, 10)",6
14,"(9, 11)",6
14,"(9, 14)",6
14,"(9, 15)",7
14,"(9, 18)",-1
14,"(9, 19)",-1
14,"(9, 21)",-1
14,"(9, 22)",-1
14,"(9, 23)",-1
14,"(9, 25)",-1
14,"(9, 27)",-1
14,"(9, 30)",-1
14,"(9, 31)",-1
14,"(9, 32)",-1
14,"(9, 34)",-1
14,"(9, 35)",-1
14,"(9, 36)",-1
14,"(9, 38)",-1
14,"(9, 41)",-1
14,"(9, 42)",-1
14,"(9, 45)",-1
14,"(9, 46)",-1
14,"(9, 51)",5
14,"(9, 53)",4
14,"(9, 55)",4
14,"(9, 57)",3
14,"(9, 58)",3
14,"(9, 59)",3
14,"(9, 60)",3
14,"(9, 62)",4
14,"(9, 63)",5
14,"(9, 65)",-1
14,"(9, 66)",-1
14,"(9, 67)",-1
14,"(9, 68)",-1
14,"(9, 70)",-1
14,"(9, 71)",-1
14,"(9, 72)",-1
14,"(9, 73)",-1
14,"(9, 77)",-1
14,"(9, 78)",-1
14,"(9, 79)",-1
14,"(9, 80)",-1
14,"(9, 81)",-1
14,"(9, 83)",-1
14,"(9, 85)",-1
14,"(9, 88)",-1
14,"(9, 89)",-1
14,"(9, 90)",-1
14,"(9, 91)",-1
14,"(9, 92)",-1
14,"(9, 93)",-1
14,"(9, 94)",-1
14,"(9, 95)",-1
14,"(9, 96)",-1
14,"(10, 0)",-1
14,"(10, 1)",-1
14,"(10, 3)",11
14,"(10, 4)",11
14,"(10, 5)",11
14,"(10, 6)",11
14,"(10, 9)",13
14,"(10, 10)",8
14,"(10, 12)",-1
14,"(10, 13)",7
14,"(10, 15)",-1
14,"(10, 18)",-1
14,"(10, 19)",-1
14,"(10, 20)",-1
14,"(10, 21)",-1
14,"(10, 23)",-1
14,"(10, 24)",-1
14,"(10, 25)",-1
14,"(10, 29)",-1
14,"(10, 30)",-1
14,"(10, 32)",-1
14,"(10, 33)",-1
14,"(10, 34)",-1
14,"(10, 35)",-1
14,"(10, 36)",-1
14,"(10, 37)",-1
14,"(10, 38)",-1
14,"(10, 39)",-1
14,"(10, 40)",-1
14,"(10, 41)",-1
14,"(10, 42)",-1
14,"(10, 43)",-1
14,"(10, 45)",-1
14,"(10, 46)",-1
14,"(10, 49)",-1
14,"(10, 50)",-1
14,"(10, 51)",-1
14,"(10, 52)",5
14,"(10, 54)",5
14,"(10, 55)",4
14,"(10, 56)",4
14,"(10, 58)",3
14,"(10, 59)",3
14,"(10, 60)",-1
14,"(10, 61)",-1
14,"(10, 63)",-1
14,"(10, 66)",-1
14,"(10, 71)",-1
14,"(10, 75)",-1
14,"(10, 77)",-1
14,"(10, 78)",-1
14,"(10, 79)",-1
14,"(10, 80)",-1
14,"(10, 84)",-1
14,"(10, 85)",-1
14,"(10, 87)",-1
14,"(10, 91)",-1
14,"(10, 94)",-1
14,"(10, 95)",-1
14,"(10, 96)",-1
14,"(10, 97)",-1
14,"(10, 99)",-1
14,"(11, 0)",-1
14,"(11, 1)",-1
14,"(11, 3)",11
14,"(11, 4)",11
14,"(11, 5)",10
14,"(11, 6)",10
14,"(11, 7)",10
14,"(11, 8)",9
14,"(11, 9)",8
14,"(11, 10)",8
14,"(11, 11)",8
14,"(11, 12)",7
14,"(11, 13)",7
14,"(11, 14)",7
14,"(11, 15)",8
14,"(11, 16)",9
14,"(11, 21)",-1
14,"(11, 22)",-1
14,"(11, 23)",-1
14,"(11, 25)",-1
14,"(11, 26)",-1
14,"(11, 27)",-1
14,"(11, 28)",-1
14,"(11, 30)",-1
14,"(11, 31)",-1
14,"(11, 32)",-1
14,"(11, 34)",-1
14,"(11, 35)",-1
14,"(11, 37)",-1
14,"(11, 38)",-1
14,"(11, 41)",-1
14,"(11, 42)",-1
14,"(11, 43)",-1
14,"(11, 47)",-1
14,"(11, 48)",-1
14,"(11, 49)",-1
14,"(11, 51)",5
14,"(11, 52)",5
14,"(11, 53)",5
14,"(11, 54)",4
14,"(11, 55)",4
14,"(11, 57)",4
14,"(11, 58)",4
14,"(11, 59)",4
14,"(11, 60)",4
14,"(11, 61)",4
14,"(11, 62)",4
14,"(11, 64)",-1
14,"(11, 65)",-1
14,"(11, 67)",-1
14,"(11, 69)",-1
14,"(11, 70)",-1
14,"(11, 71)",-1
14,"(11, 73)",-1
14,"(11, 74)",-1
14,"(11, 76)",-1
14,"(11, 77)",-1
14,"(11, 78)",-1
14,"(11, 79)",-1
14,"(11, 83)",-1
14,"(11, 84)",-1
14,"(11, 89)",-1
14,"(11, 90)",-1
14,"(11, 93)",-1
14,"(11, 94)",-1
14,"(11, 97)",-1
14,"(11, 99)",-1
14,"(12, 0)",-1
14,"(12, 2)",-1
14,"(12, 3)",11
14,"(12, 4)",11
14,"(12, 6)",10
14,"(12, 7)",11
14,"(12, 8)",9
14,"(12, 9)",-1
14,"(12, 11)",8
14,"(12, 12)",-1
14,"(12, 13)",8
14,"(12, 15)",-1
14,"(12, 16)",-1
14,"(12, 18)",-1
14,"(12, 20)",-1
14,"(12, 21)",-1
14,"(12, 24)",-1
14,"(12, 27)",-1
14,"(12, 30)",-1
14,"(12, 31)",-1
14,"(12, 32)",-1
14,"(12, 35)",-1
14,"(12, 41)",-1
14,"(12, 42)",-1
14,"(12, 43)",-1
14,"(12, 44)",-1
14,"(12, 45)",-1
14,"(12, 46)",-1
14,"(12, 52)",5
14,"(12, 53)",5
14,"(12, 54)",5
14,"(12, 55)",5
14,"(12, 56)",5
14,"(12, 59)",5
14,"(12, 60)",4
14,"(12, 63)",-1
14,"(12, 64)",-1
14,"(12, 66)",-1
14,"(12, 67)",-1
14,"(12, 68)",-1
14,"(12, 69)",-1
14,"(12, 72)",-1
14,"(12, 73)",-1
14,"(12, 74)",-1
14,"(12, 77)",-1
14,"(12, 79)",-1
14,"(12, 80)",-1
14,"(12, 81)",-1
14,"(12, 82)",-1
14,"(12, 83)",-1
14,"(12, 84)",-1
14,"(12, 85)",-1
14,"(12, 87)",-1
14,"(12, 88)",-1
14,"(12, 89)",-1
14,"(12, 90)",-1
14,"(12, 93)",-1
14,"(12, 95)",-1
14,"(12, 97)",-1
14,"(12, 98)",-1
14,"(12, 99)",-1
14,"(13, 0)",-1
14,"(13, 2)",-1
14,"(13, 4)",11
14,"(13, 5)",-1
14,"(13, 6)",12
14,"(13, 7)",12
14,"(13, 9)",-1
14,"(13, 11)",8
14,"(13, 12)",9
14,"(13, 13)",8
14,"(13, 16)",12
14,"(13, 17)",-1
14,"(13, 19)",-1
14,"(13, 23)",-1
14,"(13, 24)",-1
14,"(13, 25)",-1
14,"(13, 28)",-1
14,"(13, 29)",-1
14,"(13, 32)",-1
14,"(13, 35)",-1
14,"(13, 36)",-1
14,"(13, 37)",-1
14,"(13, 38)",-1
14,"(13, 39)",-1
14,"(13, 40)",-1
14,"(13, 41)",-1
14,"(13, 42)",-1
14,"(13, 43)",-1
14,"(13, 44)",-1
14,"(13, 45)",-1
14,"(13, 49)",-1
14,"(13, 50)",-1
14,"(13, 52)",5
14,"(13, 53)",5
14,"(13, 54)",-1
14,"(13, 57)",5
14,"(13, 58)",5
14,"(13, 59)",5
14,"(13, 60)",5
14,"(13, 65)",-1
14,"(13, 67)",-1
14,"(13, 68)",-1
14,"(13, 70)",-1
14,"(13, 73)",-1
14,"(13, 74)",-1
14,"(13, 75)",-1
14,"(13, 78)",-1
14,"(13, 80)",-1
14,"(13, 81)",-1
14,"(13, 83)",-1
14,"(13, 85)",-1
14,"(13, 87)",-1
14,"(13, 88)",-1
14,"(13, 89)",-1
14,"(13, 90)",-1
14,"(13, 91)",-1
14,"(13, 92)",-1
14,"(13, 94)",-1
14,"(13, 96)",-1
14,"(13, 97)",-1
14,"(13, 99)",-1
14,"(14, 2)",-1
14,"(14, 4)",11
14,"(14, 5)",11
14,"(14, 6)",11
14,"(14, 7)",12
14,"(14, 8)",12
14,"(14, 11)",9
14,"(14, 12)",9
14,"(14, 14)",9
14,"(14, 15)",10
14,"(14, 16)",11
14,"(14, 17)",12
14,"(14, 18)",12
14,"(14, 20)",-1
14,"(14, 21)",-1
14,"(14, 23)",-1
14,"(14, 24)",-1
14,"(14, 25)",-1
14,"(14, 26)",-1
14,"(14, 28)",-1
14,"(14, 30)",-1
14,"(14, 35)",-1
14,"(14, 36)",-1
14,"(14, 37)",-1
14,"(14, 38)",-1
14,"(14, 39)",-1
14,"(14, 40)",-1
14,"(14, 42)",-1
14,"(14, 43)",-1
14,"(14, 44)",-1
14,"(14, 46)",-1
14,"(14, 47)",-1
14,"(14, 49)",-1
14,"(14, 50)",-1
14,"(14, 52)",6
14,"(14, 53)",6
14,"(14, 55)",6
14,"(14, 56)",5
14,"(14, 57)",5
14,"(14, 58)",5
14,"(14, 59)",5
14,"(14, 60)",5
14,"(14, 61)",5
14,"(14, 62)",6
14,"(14, 63)",6
14,"(14, 65)",-1
14,"(14, 66)",-1
14,"(14, 67)",-1
14,"(14, 70)",-1
14,"(14, 73)",-1
14,"(14, 74)",-1
14,"(14, 75)",-1
14,"(14, 76)",-1
14,"(14, 79)",-1
14,"(14, 80)",-1
14,"(14, 82)",-1
14,"(14, 84)",-1
14,"(14, 87)",-1
14,"(14, 89)",-1
14,"(14, 91)",-1
14,"(14, 93)",-1
14,"(14, 94)",-1
14,"(14, 95)",-1
14,"(14, 96)",-1
14,"(15, 1)",-1
14,"(15, 6)",-1
14,"(15, 7)",-1
14,"(15, 8)",12
14,"(15, 9)",-1
14,"(15, 10)",-1
14,"(15, 11)",9
14,"(15, 12)",10
14,"(15, 13)",10
14,"(15, 16)",12
14,"(15, 17)",-1
14,"(15, 18)",-1
14,"(15, 20)",-1
14,"(15, 22)",-1
14,"(15, 23)",-1
14,"(15, 24)",-1
14,"(15, 25)",-1
14,"(15, 26)",-1
14,"(15, 27)",-1
14,"(15, 29)",-1
14,"(15, 30)",-1
14,"(15, 31)",-1
14,"(15, 32)",-1
14,"(15, 33)",-1
14,"(15, 34)",-1
14,"(15, 36)",-1
14,"(15, 38)",-1
14,"(15, 39)",-1
14,"(15, 40)",-1
14,"(15, 41)",-1
14,"(15, 42)",-1
14,"(15, 43)",-1
14,"(15, 45)",-1
14,"(15, 46)",-1
14,"(15, 48)",-1
14,"(15, 51)",-1
14,"(15, 52)",6
14,"(15, 53)",-1
14,"(15, 55)",6
14,"(15, 57)",5
14,"(15, 59)",5
14,"(15, 60)",6
14,"(15, 62)",6
14,"(15, 64)",-1
14,"(15, 67)",-1
14,"(15, 69)",-1
14,"(15, 70)",-1
14,"(15, 72)",-1
14,"(15, 73)",-1
14,"(15, 75)",-1
14,"(15, 77)",-1
14,"(15, 78)",-1
14,"(15, 80)",-1
14,"(15, 82)",-1
14,"(15, 83)",-1
14,"(15, 85)",-1
14,"(15, 86)",-1
14,"(15, 87)",-1
14,"(15, 88)",-1
14,"(15, 90)",-1
14,"(15, 91)",-1
14,"(15, 92)",-1
14,"(15, 93)",-1
14,"(15, 98)",-1
14,"(15, 99)",-1
14,"(16, 0)",-1
14,"(16, 1)",-1
14,"(16, 4)",-1
14,"(16, 5)",-1
14,"(16, 8)",12
14,"(16, 9)",11
14,"(16, 10)",10
14,"(16, 11)",10
14,"(16, 12)",10
14,"(16, 13)",10
14,"(16, 14)",10
14,"(16, 15)",11
14,"(16, 18)",-1
14,"(16, 20)",-1
14,"(16, 21)",-1
14,"(16, 22)",-1
14,"(16, 23)",-1
14,"(16, 24)",-1
14,"(16, 25)",-1
14,"(16, 26)",-1
14,"(16, 27)",-1
14,"(16, 29)",-1
14,"(16, 30)",-1
14,"(16, 31)",-1
14,"(16, 32)",-1
14,"(16, 33)",-1
14,"(16, 37)",-1
14,"(16, 38)",-1
14,"(16, 39)",-1
14,"(16, 40)",-1
14,"(16, 41)",-1
14,"(16, 42)",-1
14,"(16, 44)",-1
14,"(16, 46)",-1
14,"(16, 47)",-1
14,"(16, 49)",7
14,"(16, 50)",7
14,"(16, 51)",7
14,"(16, 52)",7
14,"(16, 55)",6
14,"(16, 57)",6
14,"(16, 59)",6
14,"(16, 60)",6
14,"(16, 62)",6
14,"(16, 63)",6
14,"(16, 64)",6
14,"(16, 67)",9
14,"(16, 70)",-1
14,"(16, 73)",-1
14,"(16, 74)",-1
14,"(16, 75)",-1
14,"(16, 76)",-1
14,"(16, 78)",-1
14,"(16, 79)",-1
14,"(16, 80)",-1
14,"(16, 81)",-1
14,"(16, 82)",-1
14,"(16, 83)",-1
14,"(16, 84)",-1
14,"(16, 86)",-1
14,"(16, 87)",-1
14,"(16, 88)",-1
14,"(16, 90)",-1
14,"(16, 92)",-1
14,"(16, 93)",-1
14,"(16, 94)",-1
14,"(16, 96)",-1
14,"(16, 98)",-1
14,"(16, 99)",-1
14,"(17, 5)",-1
14,"(17, 6)",-1
14,"(17, 7)",13
14,"(17, 8)",12
14,"(17, 10)",12
14,"(17, 12)",10
14,"(17, 13)",10
14,"(17, 14)",11
14,"(17, 18)",-1
14,"(17, 19)",-1
14,"(17, 20)",-1
