,Fine,On Fire,Burned Out,Humid,Percent
0,1140,54,0,3112,1.0
1,1141,13,56,3096,0.9869555089680876
2,1124,11,82,3089,0.9809080325960419
3,1117,8,98,3083,0.9771986970684039
4,1115,4,109,3078,0.9746629474662948
5,1113,1,114,3078,0.9735191637630662
6,1113,0,115,3078,0.9732930794240594
